#ID	text	majority	agreement	annotations
comments2009b-713767-8.1	Järkytys on oli suuren suuri, kun sen käteeni otin <TARGET>Gigantissa</TARGET>.	neither	0.8	neither,neither,negative,neither,neither
comments2008c-920915-2.1	Toi <TARGET>AC/DC</TARGET> on muuten aina yhtä loistava esimerkki. ;)	positive	0.875	positive,positive,positive,positive,positive,neither,positive,positive
threads2011b-319217-5.2	Kela kun on vielä uusi pakkauksessaan hintalappu kiinni ei mene näköjään <TARGET>huutonetissä</TARGET> vaikka hinnan pitäisi olla kohdallaan.	neither	0.6666666666666666	neither,negative,neither
comments2014b-102134-5.2	Toinen hyvä kahden soinnun biisi ja erittäin suosittu sellainen on Uriah Heepin <TARGET>Lady in black</TARGET>.	positive	1.0	positive,positive,positive,positive,positive
filtered_comments_2019-2638841-5.2	Tiedän monia softia jotka toimii paremmin iOs laitteissa kuin <TARGET>Androidissa</TARGET>, jopa Google omia.	negative	0.75	negative,negative,neither,negative
threads2007a-837450-4.2	Mutta SDP:n johtama <TARGET>YLE</TARGET> pyrkii tietenkin antamaan päinvastaisen kuvan.	negative	0.6	negative,neither,negative,negative,neither
comments2007f-214206-1.1	<TARGET>Subtv:n</TARGET> kyselyissä voi äänestää useammin kuin kerran, eli eivät ne mitään totuutta kerro.	negative	0.8	negative,neither,negative,negative,negative
filtered_comments_2020-3946005-2.1	<TARGET>Demokraatit</TARGET> eivät halunneet lietsoa sotaa Neuvostoliittoa vastaan, mikä välillä toki johti jonkinasteisiin ylilyönteihin munattomuuden suuntaan.	neither	1.0	neither
comments2007e-287028-6.1	Mutta on tämä <TARGET>Johannisberg</TARGET> mukavin näistä paikoista, missä oon Porvoossa asustellut.	positive	0.75	positive,positive,negative,positive
comments2010c-376671-3.1	Ei vaan aina viitsisi ennen <TARGET>Lidliin</TARGET> menoa koukata automaatin kautta.	neither	1.0	neither,neither,neither
comments2012b-395706-2.2	K-kaupan ja <TARGET>S-ketjun</TARGET> kartelli ja riisto tulisi murtaa.	negative	1.0	negative,negative,negative
comments2007b-551819-4.1	<TARGET>Amiksessa</TARGET> olen ne elämää tyhmemmät ihmiset tavannut...	negative	0.8	negative,neither,negative,negative,negative
filtered_comments_2020-783783-1.1	Myrkkyjen levittämisellään <TARGET>Sofian</TARGET> huumejengi on aiheuttanut valtavaa vahinkoa lapsille, nuorille ja suomalaiselle yhteiskunnalle ylipäätään.	negative	0.8	neither,negative,negative,negative,negative
comments2012d-818367-4.1	Myös puistot yms. viheralueet ovat hienoja, ja nekin <TARGET>S-joelta</TARGET> puuttuvat.	negative	1.0	negative,negative,negative
comments2012a-695964-14.1	Ja niille jotka epäilevät 20% ennakkomaksua: maksakaa <TARGET>VISAlla</TARGET>!	neither	0.6666666666666666	positive,neither,neither
comments2013f-38510-2.1	Itselleni ei ole vielä osunut yhtään <TARGET>Samyangia</TARGET> ostoskoriin, mutta en todellakaan osaisi merkkiä mitenkään kavahtaa.	neither	0.8571428571428571	neither,neither,neither,neither,neither,neither,positive
comments2014a-571129-7.1	<TARGET>Museum für Naturkundesta</TARGET> löytyy paljon mielenkiintoista katseltavaa, mm. todella suuri dinosauruksen luuranko.	positive	1.0	positive,positive,positive,positive,positive,positive,positive,positive,positive,positive
comments2006c-338357-4.1	Tähän asti kaikki <TARGET>HEX:n</TARGET> indeksit on laskettu ilman osinkoja, joka mielestäni on selvää harhaanjohtamista, minkä RATA on hyväksynyt.	negative	0.6666666666666666	negative,neither,negative
comments2017c-656515-1.1	Kokeilin <TARGET>Fedorassa</TARGET> sitä Mozillan omilta sivuilta ladatulla versiolla, ei toiminut.	neither	0.6	negative,neither,neither,neither,negative
comments2008b-732381-7.2	Hyviä, pieniä mökkiveneitä ovat vuosikymmenten saatossa olleet mm. Terhi Sail ja <TARGET>Göteborgin eka</TARGET>.	positive	1.0	positive,positive,positive,positive,positive,positive
threads2015a-7668-9.1	Purjehdittu on myös Saksaan, tosin tutun veneellä( <TARGET>Finngúlf 36</TARGET>) Hieno kokemus ja upea vene :)	positive	1.0	positive,positive,positive
comments2009c-25810-5.1	Jos olen tehnyt rikosilmoituksen <TARGET>WinCapitan</TARGET> toiminnasta niin kuvio taitaa olla toivottoman sekava purettavaksi.	negative	0.8	negative,negative,neither,negative,negative
comments2005c-445295-5.3	Selver on ainoa, mikä pystyy kamppailemaan Citymarketille ja <TARGET>Prsimalle</TARGET>.	neither	0.6666666666666666	positive,neither,neither,neither,positive,neither
comments2006e-360287-3.1	<TARGET>325i:kin</TARGET> on jenkeissä kolmen litran padalla se on kuristettu heikkotehoisemmaksi vaihtamalla ainakin imusarja ja tietysti moottorin ohjaus.	negative	0.5	negative,negative,neither,neither
threads2013a-464425-1.2	Firefox ongelmat Ubuntussa <TARGET>Lucid lynx:ssä</TARGET> näyttää että kaikki 3.6:n jälkeiset Firefoxit oikkuilevat menu-valikoiden ja kirjanmerkkipalkin suhteen.	neither	0.6666666666666666	negative,neither,neither
comments2014b-773779-5.1	Mitä tulee <TARGET>Windows 8</TARGET> laatuun niin siihen ei ole nokan koputtamista: paras Windows kautta aikojen.	positive	1.0	positive,positive,positive,positive
comments2008e-519273-5.1	Asiakas oli aina väärässä sillä eihän kukaan täyspäinen <TARGET>Mossea</TARGET> tai Ladaa osta.	negative	1.0	negative,negative,negative,negative,negative,negative
comments2009e-203975-3.1	Lepuski on nykyään toinen aika varteenotettava paikka, siis lähinnä Sello, <TARGET>Läkkitorille</TARGET> ei kannata ajautua.	negative	1.0	negative,negative,negative,negative
filtered_comments_2018-2377507-3.1	Mutta <TARGET>Entrinki</TARGET> on se oikea poaikka jos et liikkeeseen vie.	positive	0.75	positive,positive,positive,neither
comments2006c-581286-1.1	Olen käyttänyt <TARGET>evraa</TARGET> jo kaksi vuotta, ja olen todella tyytyväinen.	positive	1.0	positive,positive,positive
threads2005a-931943-2.1	<TARGET>Ulkoministeriön</TARGET> toiminta Aasian murhenäytelmän hoidossa ei ole vakuuttanut ketään.	negative	1.0	negative,negative,negative
comments2009c-515556-9.1	Sovitel hotelli keskustassa siis aleksanrian on oiva levähdyspaikka samoin voit ihailla hotelin kattoterasilta <TARGET>Välimerta</TARGET>.	positive	1.0	positive,positive,positive,positive,positive
comments2013a-65412-8.1	Jep. Lempivalmisruokani on <TARGET>Atrian</TARGET> (?) kaalilaatikko ja jauhelihaspagettivuoka 3 .	positive	1.0	positive,positive,positive
comments2007c-172966-2.1	Mutta kannattaisi ostaa mieluummin <TARGET>fz5</TARGET>, se on jo huomattavasti parempi.	positive	1.0	positive,positive,positive,positive
comments2011d-83503-5.1	Erolla että <TARGET>Mac</TARGET> on täysin sikamaisesti hinnoiteltu jenkkikummajainen, hyvä tosin, mutta vieläkin se hinta!	negative	0.6	negative,neither,negative,negative,neither
threads2003a-229136-2.1	Tuntuu kuin <TARGET>Toyotan</TARGET> ovea heittelisi, kolahtaa epämukavasti kiinni.	negative	1.0	negative,negative,negative,negative,negative,negative
filtered_comments_2018-162679-5.1	Kun vielä kuulokeäänikin osoittautui surkeaksi niin innostus <TARGET>Nokia 5</TARGET> puhelimeen lopahti siihen.	negative	1.0	negative,negative,negative,negative,negative,negative
comments2016d-709892-4.2	Ei tosiaankaan nyt kannata mennä vesitorninmäelle,eikä <TARGET>Ikeaan</TARGET>.	negative	1.0	negative,negative,negative
threads2017a-104211-10.1	<TARGET>Vanamo</TARGET> sijaitsee kauniilla paikalla Päijänteen rannalla Säynätsalossa 15 km Jyväskylän keskustasta.	positive	1.0	positive,positive
threads2009a-435874-13.2	Varsinkin Lizard, <TARGET>Hobgoblin</TARGET>, Venom ja Carnage ovat olleet aina lähellä sydäntä.	positive	1.0	positive,positive,positive
filtered_comments_2020-1304312-3.1	Itsellä on tilit <TARGET>OP:ssa</TARGET> ja osuukaupan takia S-pankissa, niin se on ihan ok!	positive	1.0	positive,positive,positive,positive,positive,positive,positive
comments2010f-281695-2.1	Olet näköjään valinnut, että tekstinkäsittelyohjelman pitäisi olla juurikin <TARGET>Word</TARGET> -merkkinen ohjelma joka rajoittaa käyttöjärjestelmän Mac OS X ja Windows -merkkisiin käyttöjärjestelmiin.	neither	0.5	neither,neither,negative,negative,neither,negative
comments2008d-178576-2.1	<TARGET>Aamulehti</TARGET> sun muut propagandatuutit valittavat, että Kuubassa on harmaata ja tylsää.	negative	1.0	negative,negative,negative
comments2014c-876740-1.1	Olen aivan tyytyväinen <TARGET>Soneran</TARGET> viihdepakettiin, joka minun tosin piti ottaa vain koska halusin nopeamman nettiyhteyden ja tämä tuli tavallaan niinkus kaupan päälle.	positive	0.6666666666666666	positive,neither,positive
comments2009a-686562-1.1	ja kiitos viimeisestä, kiitämme molemmat, mukava oli iltamme <TARGET>Vaakolla</TARGET>, kolmisin... :)	positive	1.0	positive,positive,positive,positive,positive,positive
comments2008c-964994-1.1	Todellakin jos noista lähtisin valitsemaan niin ehdottomasti vanhempi malli <TARGET>FX07</TARGET>.	positive	1.0	positive,positive,positive,positive,positive,positive,positive
threads2009a-907131-5.2	Ehdottomasti paras juoma darrassa on Ocean Spray, <TARGET>Cranberry Classic</TARGET> et sillei hei!	positive	1.0	positive,positive,positive,positive,positive,positive,positive,positive
comments2009b-401667-1.1	<TARGET>Ilves</TARGET> näyttää tänään, mistä Suomalainen mies on tehty.	positive	1.0	positive,positive,positive,positive,positive
comments2007b-324065-1.2	Craftin alusasut ovat erittäin hyviä halvemmassa hintaluokassa, uudet <TARGET>Haltit</TARGET> (ActiveDryt)ovat olleet positiivinen yllätys (kalliita ovat).	positive	0.6666666666666666	neither,positive,positive,positive,negative,positive
threads2003a-227959-6.1	Ajan kestotestin verran vuodessa, ja ostaisin mielelläni <TARGET>Toyotan</TARGET> jos luottaisin sen kestävyyteen.	neither	0.42857142857142855	neither,neither,neither,positive,negative,negative,negative
comments2009c-906679-1.1	<TARGET>Mangon</TARGET> omat sivut ovat kummalliset, ei löydy selvää listaa liikkeistä ja osoitteista.	negative	1.0	negative,negative,negative,negative
comments2011e-594102-4.1	Sähköasioista puhuttaessa <TARGET>Ranskikset</TARGET> ovat sitten kyllä selvästi alle keskitason.	negative	1.0	negative,negative,negative,negative
comments2009e-708592-3.1	Kymmenkunta vuotta sitten kun itse kävin <TARGET>Mjun lukiota</TARGET> niin lähes kaikki opettajat olivat huippuluokkaa!	positive	1.0	positive,positive,positive,positive
comments2005a-625242-13.1	<TARGET>St. Angerissa</TARGET> on vikana se että se on yksinkertaisesti huono ja huonoin metallican levy...	negative	1.0	negative,negative,negative,negative,negative
comments2005d-608693-4.1	<TARGET>Moskau</TARGET>, Dalai Lama & Amour on omia suosikkeja, tällä hetkellä.	positive	1.0	positive,positive,positive,positive
comments2011c-809015-3.2	Ei se Ubuntukaan sertifiointia vaadi koneelta mutta sitten kaikki laiteyhteensopivuusasiat on <TARGET>Debianin</TARGET> tapaan asentajan oma ongelma eikä johdu käyttöjärjestelmästä.	neither	0.4	neither,negative,negative,positive,neither
threads2011a-525421-3.1	Olen käynyt ton <TARGET>Battlechestin</TARGET> kokonaan läpi, mutta ei löydy.	neither	0.6666666666666666	negative,neither,neither
threads2017a-924771-1.1	<TARGET>Corolla</TARGET> on helppo korjata Mazdan omistajana pitää sanoa että Toyotaa on helppo korjata kotona.	positive	1.0	positive,positive,positive,positive,positive
comments2012e-304200-2.2	En ole ikinä saanut ubuntuun minkäänlaista haittaohjelmaa, eikä <TARGET>linuxiin</TARGET> edes tartu mikään.	positive	1.0	positive,positive,positive
comments2015b-644680-1.1	<TARGET>OP</TARGET> asuntolaina - S pankki muutoin -toimii ja on kokonaisedullista	positive	0.75	positive,positive,reject,positive
filtered_threads_2020-278958-2.1	Pitäisikö <TARGET>Facebookin</TARGET> alkaa poistaa alustaltaan valheellisia tanssiväitteitä, joista räikeimmissä väitetään, että koronaa ei voi saada tansseista eikä tanssiharkoista?	neither	0.6666666666666666	neither,neither,negative
comments2007e-524969-4.1	Muuten, tiedätkös miten kallista se <TARGET>Vattenfalin</TARGET> musiikin kuuntelu on???	negative	1.0	negative,negative,negative,negative,negative,negative
comments2006c-955580-1.1	<TARGET>Abachi</TARGET> on parafiiniöljyllä suojattuna yksi parhaista, ellei parhain materiaali (ei yleiseen) saunaan.	positive	1.0	positive,positive,positive,positive
comments2005b-770682-32.1	Koska <TARGET>Apple</TARGET> valmistaa sekä tietokoneet että käyttöjärjestelmän, kaikki toimii saumattomasti, ilman mitään virittelyä tai säätämistä.	positive	1.0	positive,positive,positive,positive,positive,positive
comments2011d-977079-3.1	Mutta on sinunkin myönnettävä, että Kimi motivaatio-ongelmista tai mistä lie johtuen, oli huonompi kuin Massa koko <TARGET>Ferrari</TARGET>-aikanaan.	neither	0.75	neither,neither,reject,neither
comments2010d-311955-7.1	Toisin sanoen, <TARGET>Ubuntun</TARGET> omien ohjelmien kanssa ei tarvitse hätäillä.	neither	0.6	positive,neither,neither,positive,neither
comments2003b-432100-2.1	<TARGET>TSH:ssa</TARGET> voi olla jo alusta lähtien 99.9 % varma lopputuloksesta, muttei se vähennä kirjan mielenkiintoisuutta sitten laisinkaan.	positive	0.75	positive,neither,positive,positive
comments2013c-539973-1.1	On parempi kysellä asiasta osoitteesta <TARGET>puuteri.org</TARGET>, jossa saat kysymyksessi asiallisia ja ystävällisiä vastauksia.	positive	1.0	positive,positive,positive,positive,positive,positive,positive
comments2010c-852194-5.2	Vielä en ole Samsungia hankkinut, koitan <TARGET>LG:n</TARGET> kanssa vielä hetken jaksaa jotta sais tätä kytkykauppa-aikaa kulumaan, koska pitää maksaa se loppuaika vaihdossa :)	negative	0.6	negative,neither,negative,negative,neither
comments2006b-63098-7.1	Näin se <TARGET>VALIO</TARGET> ja moni muu elintarvikevalmistaja yrittää jo myrkyttää mua ja samaa yrittävät toiset lääkärit.	negative	1.0	negative,negative,negative,negative,negative,negative
threads2013a-54889-4.1	Tällä kaudella on <TARGET>Hongalla</TARGET> täysin realistinen tavoite voittaa Veikkausliiga ja haastaa HJK tosissaan.	positive	0.8333333333333334	positive,positive,neither,positive,positive,positive
comments2013b-814504-3.1	Ei varmaan kiva tunne, mutta itsepä olette sotkunne keittäneet äänestämällä <TARGET>RKP:tä</TARGET>.	negative	1.0	negative,negative,negative,negative
comments2015b-284718-1.1	<TARGET>VGA</TARGET> on analoginen ja siinä näytön tahdistuksen pielessä oleminen voi tehdä tekstistä suttuista/pehmeää.	negative	0.6	negative,neither,negative,negative,neither
threads2011b-327878-1.1	Roskaruokaa mukaan.. ... myyville (<TARGET>Mäcit</TARGET>, Heset ymv.) pitäisi laittaa jäte-/roskaamismaksu.	negative	0.75	negative,negative,negative,neither
comments2018c-594975-6.1	Muutoinkin tuo <TARGET>Iltasanomien</TARGET> teksti on tarkoituksellista roskaa, mitättömiä pikkuasioita sen rinnalla mitä saimme.	negative	1.0	negative,negative,negative,negative
threads2009a-928887-6.1	todistavat kyllä, että <TARGET>PS3lle</TARGET> saa upeaa grafiikkaa aikaan.	positive	1.0	positive,positive,positive
comments2007a-976645-1.2	S2E stock storen yhteistyökumppaneina tulevat toimimaan <TARGET>Seven</TARGET> ja Aspiritus, molempien osakkeita on mukavasti saatavilla kohtuuhintaan.	positive	1.0	positive,positive,positive,positive
comments2009b-356154-5.1	<TARGET>Kehäkolmonen</TARGET> on tukossa jo nyt, liikennevirtoja tarkastellessa sitä olisi ollut syytä leventää jo aiemmin.	negative	1.0	negative,negative,negative
comments2017f-85697-4.1	Sen takia Sipilä ja muut kelmit haluaa lopettaa <TARGET>YLEn</TARGET> toiminnan.	positive	0.4	positive,negative,positive,neither,neither
comments2006a-850982-16.1	<TARGET>Debian</TARGET> on ollut pöytäkoneella pari viikkoa, eikä ongelmia ole juuri ollut.	positive	0.75	positive,positive,neither,positive
comments2007a-773405-4.1	Dynaaminen <TARGET>Corolla</TARGET>-perhe on suunniteltu Euroopassa: muotoilultaan kompakti, sisältä tilava ja valoisa.	positive	1.0	positive,positive,positive,positive,positive,positive
comments2009e-363150-23.2	Se on ihan yhtä turvatonta kuin käyttää Windowsia jatkuvasti pääkäyttäjänä tai mitä tahansa muuta <TARGET>linuxia</TARGET> jatkuvasti roottina.	neither	0.8	neither,neither,reject,neither,neither
comments2008a-669208-6.2	Vertaa vaikka <TARGET>Samsung D73</TARGET> 129€ ja Canon A530 159€. 99€ HP:t ovat sitten jossain todella kaukana ja kalliimmat mallit ovat aivan naurettavia.	positive	0.42857142857142855	positive,neither,negative,neither,positive,neither,positive
comments2008e-519273-5.2	Asiakas oli aina väärässä sillä eihän kukaan täyspäinen Mossea tai <TARGET>Ladaa</TARGET> osta.	negative	1.0	negative,negative,negative,negative
comments2015c-831599-8.1	Eli ei tarvitse erikseen kertoa että <TARGET>wikipedia</TARGET> ei ole mikään kaikkein veden pitävin lähde kriittisille lukijoille.	negative	0.75	negative,neither,negative,negative
filtered_comments_2020-1597018-2.2	BF:n johtaja haastattelussa paljasti myös <TARGET>YLE:n</TARGET> huonon journalismin.	negative	1.0	negative,negative,negative
comments2015f-424125-4.1	<TARGET>Kokoomusnuoret</TARGET> ovat olleet hyvinkin maahanmuuttovastaisia ja suvaitsemattomia joissakin kommenteissaan.	negative	0.75	negative,neither,negative,negative
comments2018b-222324-1.1	Ostin viime keväänä <TARGET>VW Golfiin</TARGET> alle Nokian Nordmanit ja hyvät on kokemukset.	neither	0.5	neither,neither,positive,positive,positive,neither
threads2007b-458031-11.2	Yritin tässä vaiheessa vaihtaa takaisin panadoliin ja <TARGET>buranaan</TARGET>, mutta kumpikaan ei tehonnut.	negative	1.0	negative,negative,negative,negative
comments2003a-96726-1.1	kaikki uudet <TARGET>mazda</TARGET> merkkiset autuot kestää tosi hyvin eikä hajoo millään jos ne huoltaa määräajoin.	positive	1.0	positive,positive,positive,positive,positive
comments2005a-217911-3.1	Kuulin juuri muuten että mainio progebändi <TARGET>Saga</TARGET> on tulossa Suomeen huhtikuussa keikalle.	positive	1.0	positive,positive,positive,positive,positive
comments2006d-794161-6.1	Ja oli ne <TARGET>Keskisen</TARGET> kaapitkin takuutuotteita ja ihan asiallisen näköisiä.	positive	1.0	positive,positive,positive,positive
comments2005b-262381-1.1	no älä <TARGET>busaa</TARGET> ainakaan mee ostaa se on kömpelö ja muodoton peruna on ollu busa vuoden verran.	negative	1.0	negative,negative,negative,negative,negative
threads2013a-303922-3.1	Jos elokuvan takana olisi lymyilleet edes <TARGET>Kummelit</TARGET>, olisi lopputulos ollut edes kehnohkon Alivuokralaisen luokkaa.	negative	0.6	neither,negative,positive,negative,negative
comments2015b-524291-2.1	<TARGET>Aamulehti</TARGET> säätää painojälkeä nimenomaan nettipalstojen käninän takia, eikä omien analyysiensa perusteella.	negative	0.75	negative,negative,neither,negative
comments2014d-71641-2.1	jos joku haluaa silloin reissuun edullisesti <TARGET>puerto rico</TARGET> tarkempi kohde ja hotelli miami.	positive	1.0	positive,positive,positive,positive,positive
comments2009f-124607-1.1	Mielellään menee katsomaan <TARGET>Saipa</TARGET> ja Ässät ottelua, kun huomaa joukkueen uuden yritteliään ja taistelutahtoisen ilmeen.	positive	1.0	positive,positive,positive,positive,positive,positive
comments2013c-593866-8.1	<TARGET>Drägerien</TARGET> hinnatkin ovat tulleet jo sen verrran alas, että auton omistava ihminen on varsin maksukykyinen sellaisen ostamaan.	positive	1.0	positive,positive,positive
comments2010b-433700-10.1	Jos ostat normaalit renkaat niin suosittelen hommaammaan esim. <TARGET>BMW:n</TARGET> oman renkaiden paikkaussetin/kompuran.	positive	0.6666666666666666	positive,positive,neither
comments2003a-189485-4.1	(On niitä muitakin operaattoreita,mm.(<TARGET>Telia</TARGET>) -ja (DNA Finland) ovat VARSIN HYVÄT vaihtoehdot!). =)	positive	1.0	positive,positive,positive
comments2018c-338571-3.1	<TARGET>Lidilin</TARGET> viili on Pohjolan Meijerin nimellä ja laadultaan 100x parempaa kuin Prisman Kotimaista kura.	positive	1.0	positive,positive
threads2017a-771552-7.5	Suse oli yksi, johon en tykästynyt, sitten oli Elementary joka jumitti jatkuvasti, Debian, fedora, <TARGET>Centos</TARGET> liian vaikeita..	negative	1.0	negative,negative,negative,negative,negative,negative
comments2008a-580202-3.1	<TARGET>Dresdner Bankilla</TARGET> on toimipiste Helsingissä ja Tampereella, pankki on joustava.	positive	0.8333333333333334	positive,positive,neither,positive,positive,positive
filtered_threads_2018-44657-5.1	Toinen asia mikä pisti vihaksi että myyntikuvat (<TARGET>nettiautossa</TARGET>) ovat "käsitelty".. luulin ensin että auto ei ole sama kuin ilmoituksessa.	negative	0.6	negative,negative,neither,negative,positive
comments2005b-446945-1.1	miten se <TARGET>Opel</TARGET> merkkiakku minut tuolla tavalla petti, mitä me siitä opimme:Akku kun Akku, kysymys on akun kunnosta ei nimestä, että sillälailla	negative	0.8333333333333334	negative,negative,neither,negative,negative,negative
filtered_comments_2019-1713291-2.1	<TARGET>Atom</TARGET> koneisiin en menis asentelee tai celeroneihin, Tulee turhan hidas.	negative	0.75	negative,negative,negative,neither
comments2009a-828280-2.1	<TARGET>Ferrari</TARGET> on tarkoitettu leluksi asvaltille, eikä peräkärryn vetoon.	negative	0.8	negative,negative,neither,negative,negative
comments2018b-222324-1.3	Ostin viime keväänä VW Golfiin alle <TARGET>Nokian Nordmanit</TARGET> ja hyvät on kokemukset.	positive	1.0	positive,positive,positive,positive
comments2010e-749464-1.1	Itse taas olen kokeillut niin monia <TARGET>Linux</TARGET> - Distroja, että niiden kanssa en jaksa enää leikkiä.	negative	0.8333333333333334	negative,neither,negative,negative,negative,negative
threads2007b-611032-2.2	Euroopan nopein nainen on saamassa ansaittua kultamitaliaan ja mitä tekee <TARGET>YLE</TARGET>: Näyttää nauhaa jossa ruskeakielinen kaljupää haastattelee jotain ruotsalaista dopingilla kyllästettyä huijaria!	negative	1.0	negative,negative,negative,negative,negative,negative,negative
comments2012e-185555-1.1	<TARGET>C2-00</TARGET> on mainio perumalli jossa on two Sims standby eli aktiivi versio, kumpikin kortti aktiiveina samaan aikaan.	positive	1.0	positive,positive,positive,positive,positive,positive,positive
comments2014b-159342-9.1	On aivan yleisesti tunnustettu tosiasia maailmalla, että kun autotehdas kykenee rakentamaan <TARGET>Golfin</TARGET> veroisen auton, on se onnistunut tehtävässään erinomaisesti.	positive	1.0	positive,positive,positive,positive,positive
comments2015d-173038-3.1	<TARGET>STS</TARGET> hoiti alusta loppuun vaihto-oppilasohjelman päin p:tä.	negative	0.8571428571428571	negative,negative,neither,negative,negative,negative,negative
comments2009d-750611-3.1	Sama ilmiö <TARGET>Kangasalantiellä</TARGET> Kaukajärven rannassa: rumia taloja ökyrikkaille.	negative	1.0	negative,negative,negative,negative,negative
comments2005a-993973-3.1	Ottaa näköjään monella koville se että joku toinen ei arvostakaan hänen vasta vahattua <TARGET>Tojotaansa</TARGET> Hänen Arvolleen Sopivalla Tavalla.	neither	0.5	neither,negative,negative,neither
comments2005b-687550-1.1	Noh, mun omat ehdottomat suosikin on <TARGET>Dieselit</TARGET>, niistä etenkin mallit Stripp ja Hush.	positive	0.6666666666666666	positive,positive,neither
comments2013a-801545-1.3	Rain sopii kaikkiin tuotteisiin: Kuulostellaanpa: Rain Linux, <TARGET>Rain Linuz</TARGET>, Rain Ubuntu, Rain Kernel. cool.	neither	0.8	positive,neither,neither,neither,neither
comments2017b-496071-4.1	Kello on kuin panssarivaunu, suosittelen lämmöllä <TARGET>G-Shockia</TARGET> aktiiviselle ihmiselle joka vaatii kellolta sitä äärikestävyyttä ja ehdotonta luotettavuutta.	positive	1.0	positive,positive,positive,positive,positive,positive,positive
filtered_comments_2018-1850419-2.2	Osta mieluummin vaikka <TARGET>Yamahan YZF-R 125</TARGET>, se on laatu piikki nelaria hakevalle.	positive	1.0	positive,positive,positive,positive
comments2003a-182689-1.1	Vielä idemmässä kootut <TARGET>Porsche Boxterit</TARGET> ja Saabin Cabrioletit ovat todella huonosti tehtyjä...	negative	1.0	negative,negative,negative
comments2010c-897829-2.3	Olen kuullut levyn ja pari muutakin esim Badin ja Dangerousin niin paras näistä Michaelin levyistä on tämä <TARGET>Thriller</TARGET>.	positive	1.0	positive,positive,positive,positive
comments2005c-355303-11.2	Itse omistan <TARGET>Haltin Drymax</TARGET>-kangasta olevan asun, josta maksoin 190e ja se on varmasti ollut koko rahan arvoinen, kun syksyn ja kevään räntäsateissa on lenkkiä vetänyt.	positive	1.0	positive,positive,positive,positive,positive
comments2006b-283811-12.1	<TARGET>Forgotten Realms</TARGET> on fantasiamaailmana myös hieno, tappelee kovasti Keski-maan kanssa ykköspaikasta.	positive	1.0	positive,positive,positive,positive,positive
comments2007e-391434-1.1	Palvelee paljon paremmin netti yhteyden kautta kuin tuo kivikautinen <TARGET>Teksti-TV</TARGET>.	negative	1.0	negative,negative,negative,negative,negative
comments2010e-749189-1.1	Ihan oikeesti tehoaa <TARGET>Star Brite Hull Cleaner</TARGET>...ihan ihmeaine.	positive	1.0	positive,positive,positive,positive,positive,positive,positive,positive
comments2014b-102134-5.1	Toinen hyvä kahden soinnun biisi ja erittäin suosittu sellainen on <TARGET>Uriah Heepin</TARGET> Lady in black.	positive	1.0	positive,positive,positive,positive,positive
filtered_comments_2020-4184008-2.2	Joku vanha Solifer verrattuna nykyajan samankokoiseen <TARGET>Hobbyyn</TARGET> niin ero on kuin yöllä ja päivällä.	neither	0.6666666666666666	neither,reject,neither
